sentiment,Tweet
negative,"@USAirways my brother @BRizzyberg27 missed his flight traveling home for a funeral and can't get through to the call center, can you help?"
negative,@SouthwestAir what's yall corporate number bc yall are not trying to accommodate me at all!!!
negative,@united I sent a message. It's very irresponsible that my suitcase cannot be found. This is truly worst service ever... #fedup #disastrous
negative,@united has been such a disappointment today. Simply put. Rather unpleased with things currently. Flight delayed; cant wait to just get home
negative,@united I need to talk with an actual person about missing luggage. Please advise on how to make that happen.
negative,@united - after having to now TAG MY OWN bags at the airport I was hoping they would actually arrive WITH me - here's hoping they arrive
negative,@USAirways it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++
negative,@USAirways can't even get on hold to wait to speak to someone-awesome
negative,@AmericanAir is the worst airline in the entire world. I only flew them because I had to and it was the nightmare I knew it would be.
negative,"Yes, and it gets disconnected due to the lack of WIFI strength “@AmericanAir: @MauererPower Have you reached out to @Gogo for help, David?”"
negative,@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!
negative,@USAirways Trying to change my flight due to NYC travel advisory... your online system Cancelled Flighted my entire flight. Been on hold for over 1 hr
negative,@AmericanAir It just hangs up and your agents on the ground are useless. How don't I have a seat on a first class ticket booked weeks ago?
negative,"@united your staff at LaGuardia and Lagos, Nigeria were unprofessional, uncaring and not helpful. Ou"
negative,"@united it was UA381 on 14 Feb. Point is, overselling flights= bad. Making people wait 1hr while you kick them off after boarding is worse"
negative,@SouthwestAir I'm so upset that my luggage was damaged and the rude employee at the Laguardia airport didn't help!
negative,@USAirways technical issues = inefficient computer triage system. Personality/ compassion of operators = not. Sad example of sad company.
negative,@AmericanAir This entire process took sooooo long that no decent seats are left.  #customerservice
negative,@JetBlue I'm also a mosaic customer and fly jet blue ALOT....
negative,@JetBlue there's is nothing there because apparently I have to connect them for that to be true.
negative,@united and pick it up and just bring it on the shuttle. When I went to double check on that they said it was still on the concourse
negative,@USAirways going to miss my connection because my flight home has been delayed and now no gate agent to get us off the plane-so frustrated
negative,@USAirways for a response in 3-4 days? No thanks
negative,@united I had the worst customer experience at Houston intl airport... Your ground support even for @staralliance members is a nightmare
negative,@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?
negative,@AmericanAir ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? I've been in YYZ since 5 AM.
negative,@USAirways I keep calling your help line (800) 428-4322 and it keeps saying they are too busy to help &amp; to call back Late Flightr. FOR A WEEK NOW!
negative,@united you guys are complete ass
negative,@AmericanAir what can AA do for a load of people about to board their 5th plane of a very long day when the first 4 were unserviceable
negative,@united Monday evening.
negative,@United #1758 now going in 40 min waiting for other plane to vacate gate. #findanothergate
negative,@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You
negative,@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins
negative,@united i left an item on the plane and have been calling non stop and no one has been answering can you please help
negative,@AmericanAir you said this last time. It doesn't take 6 weeks to reply to an email.
negative,@USAirways doesn't let u do stand by on flight due to checked bag causing u to get in 5 hours Late Flightr only to get to PHL &amp; bag didn't make it
negative,@SouthwestAir please please please answer the phone. . .
negative,@USAirways or is anyone even responding to social media? AWFUL.
negative,"@SouthwestAir @AARP @JimCramer 75yo mom says, ""Hire more staff to accommodate your audience"" You could learn lots from her. She's off to FL"
negative,"@AmericanAir plane breaks, unloads the passengers, told to re enter to only come back off. Flight Cancelled Flightled, missed wedding. #badbusiness"
negative,"@united need to work on your #United #flierfriendly program. At the very least, clue in your flight attendants."
negative,@AmericanAir Not very helpful if my flight is already Cancelled Flightled! What about reFlight Booking Problems? AA has my email and cell - yet no notifications.
negative,@SouthwestAir Kudos to bag handler at DTW gate 21 at 7:10 pm. Ran to keep bags from hitting ground in 9 degree temp! http://t.co/5tXU5tSFkJ
negative,@USAirways my in-laws flight Cancelled Flighted 4 tonight. U auto rebooked 4 flight on Tuesday that doesn't work. Can you help reFlight Booking Problems them?
negative,@VirginAmerica Another delayed flight? #likingyoulessandless
negative,@AmericanAir Flight 953 NYC-Buenos Aires has been delay since yesterday at 10PM. Is going to take off at 3.30PM now? Give us answers!
negative,@AmericanAir Worst airline ever. We have been stranded for 24 hours because of your 7 hour delay with flight 104 last night.
negative,"2/2 @united You don't really care about our comfort, you care about profitability. That's fine, just own up to it. #unfriendlyskies"
negative,"@united Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out."
negative,@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.
negative,"@united Not appropriate to ask in public (hence the dm). each united employee, each a new answer. your process was such a hassle i Cancelled Flighted."
negative,"@JetBlue backlog is an hour at most, this is over two!  Unacceptable!!"
negative,@usairways we've been on hold for 2 hours trying to reschedule our Cancelled Flightled flight. Can anyone out there please help us?
negative,@AmericanAir Flight Cancelled Flighted 2nd time. Can't reach agent to reschedule. Can you call me?
negative,@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.
negative,@united I have submitted my complaint. I need to be compensated. How long will this take?
negative,@USAirways how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems?
